durations,datelimits
134.0,2015-02-23/2015-07-07
105.0,2015-10-22/2016-02-04
72.0,2017-01-04/2017-03-17
41.0,2016-10-13/2016-11-23
17.0,2017-03-17/2017-04-03
75.0,2017-07-12/2017-09-25
