tobiasdiez,54,98,3,44,47,41,2,2,3,15,3,2,64,11,96,75,223,38,2,17,2,6,2,141,7,19,2,23,43,4,269,1366,0.02855051244509517
RKBK,404,405,0.0049382716049382715
zhaohualu,1,1.0
