"[271, '2011-06-07/2012-03-04']","['sot', 271, '2011-06-07/2012-03-04']"
"[2027, '2013-12-01/2019-06-20']","['sot', 711, '2013-12-01/2015-11-12']","['d', 1316, '2016-07-15/2019-06-20']"
