"[258, '2010-09-19/2011-06-04']","['h', 239, '2010-09-19/2011-05-16']"
"[235, '2011-06-04/2012-01-25']","['h', 102, '2011-06-04/2011-09-14']","['sot', 133, '2011-09-14/2012-01-25']"
"[1057, '2012-02-07/2014-12-30']","['sot', 56, '2012-02-07/2012-04-03']","['d', 1001, '2012-05-18/2014-12-30']"
"[1633, '2014-12-30/2019-06-20']","['sot', 1633, '2014-12-30/2019-06-20']"
