id,date,event,creator_login
1772287304,2018-08-06 08:26:25,subscribed,cjihrig
1772287332,2018-08-06 08:26:25,subscribed,cjihrig
1496999661,2018-02-28 15:41:02,subscribed,cjihrig
1494671774,2018-02-27 15:41:59,subscribed,cjihrig
