to;Active;Sleeping;Hibernating;Dead
Dead;19.26420701185345;13.759645944499606;-;66.97614704364693
Hibernating;45.39851363077177;26.48421517076036;10.645226664586172;17.472044533881697
Sleeping;84.47063471873071;4.13167546089086;11.397689820378435;-
Active;89.33931840302954;8.537519552652329;2.12316204431814;-
