durations;datelimits
106;2019-03-05/2019-06-19
61;2017-08-06/2017-10-06
73;2017-05-25/2017-08-06
41;2016-07-14/2016-08-24
46;2016-05-06/2016-06-21
44;2015-10-22/2015-12-05
29;2015-09-05/2015-10-04
20;2015-05-10/2015-05-30
22;2015-03-14/2015-04-05
19;2014-09-26/2014-10-15
