"[25.0, '2018-04-07/2018-05-02']","['h', 24, '2018-04-07/2018-05-01']"
"[82.0, '2018-06-12/2018-09-02']","['sot', 26, '2018-06-12/2018-07-08']","['h', 41, '2018-07-23/2018-08-18']"
