"[40.0, '2016-06-12/2016-07-22']","['sot', 40, '2016-06-12/2016-07-22']"
"[18.0, '2016-07-22/2016-08-09']","['sot', 18, '2016-07-22/2016-08-09']"
"[13.0, '2018-03-09/2018-03-22']","['sot', 13, '2018-03-09/2018-03-22']"
"[50.0, '2018-05-24/2018-07-13']","['sot', 50, '2018-05-24/2018-07-13']"
"[149, '2018-08-05/2019-01-01']","['sot', 59, '2018-08-05/2018-10-03']","['h', 90, '2018-10-30/2019-01-01']"
