jspahrsummers,23,4,22,3,7,8,6,50,54,31,28,5,36,8,4,2,16,31,40,18,9,51,58,114,78,3,20,25,38,18,817,0.04528763769889841
joshaber,24,3,14,7,3,132,24,4,6,93,43,20,6,51,158,198,788,0.02284263959390863
alanjrogers,48,59,59,65,194,126,84,349,986,0.010141987829614604
CodaFi,4,5,0.4
zakdances,122,124,0.024193548387096774
indragiek,2,1.0
robb,4,16,753,775,0.0064516129032258064
robrix,13,178,4,11,88,295,0.020338983050847456
mdiep,7,2,3,13,0.3076923076923077
