"[42, '2016-04-12/2016-05-24']","['sot', 42, '2016-04-12/2016-05-24']"
"[18, '2016-08-25/2016-09-12']","['sot', 18, '2016-08-25/2016-09-12']"
"[26, '2016-12-15/2017-01-10']","['sot', 26, '2016-12-15/2017-01-10']"
"[56, '2017-01-10/2017-03-07']","['sot', 56, '2017-01-10/2017-03-07']"
"[791, '2017-04-20/2019-06-20']","['sot', 96, '2017-04-20/2017-07-25']","['h', 134, '2017-08-21/2017-12-06']","['sot', 33, '2017-12-06/2018-01-08']","['h', 130, '2018-02-04/2018-05-18']","['sot', 55, '2018-05-18/2018-07-12']","['h', 317, '2018-08-08/2019-05-25']"
