"[257, '2016-01-28/2016-10-11']","['h', 48, '2016-01-28/2016-03-16']","['sot', 209, '2016-03-16/2016-10-11']"
"[11, '2017-04-07/2017-04-18']","['sot', 11, '2017-04-07/2017-04-18']"
"[18, '2017-07-27/2017-08-14']","['sot', 18, '2017-07-27/2017-08-14']"
"[14, '2017-07-03/2017-07-17']","['sot', 14, '2017-07-03/2017-07-17']"
"[39, '2018-07-13/2018-08-21']","['sot', 39, '2018-07-13/2018-08-21']"
"[42, '2018-08-27/2018-10-08']","['sot', 42, '2018-08-27/2018-10-08']"
"[43, '2018-10-30/2018-12-12']","['sot', 43, '2018-10-30/2018-12-12']"
