kevinsawicki,2013-10-17/2014-01-08,2014-01-08/2014-01-10,2014-01-10/2014-01-25,2014-01-25/2014-01-30,2014-01-30/2014-03-02,2014-03-02/2014-03-27,2014-03-28/2014-04-14,2014-04-14/2014-05-28,2014-05-28/2014-06-13,2014-06-13/2014-09-03
amccloud,2014-02-27/2014-03-02,2014-03-02/2014-04-12
philschatz,2014-05-07/2014-05-28,2014-05-28/2014-06-09
jmacdonald,2014-09-01/2014-09-03
mnquintana
