"[69, '2018-03-26/2018-06-03']","['sot', 69, '2018-03-26/2018-06-03']"
"[113, '2018-06-03/2018-09-24']","['sot', 113, '2018-06-03/2018-09-24']"
"[17, '2018-12-14/2018-12-31']","['sot', 17, '2018-12-14/2018-12-31']"
"[17, '2019-02-19/2019-03-08']","['sot', 17, '2019-02-19/2019-03-08']"
