"[45, '2011-05-31/2011-07-15']","['sot', 45, '2011-05-31/2011-07-15']"
"[148, '2011-07-26/2011-12-21']","['sot', 80, '2011-07-26/2011-10-14']","['h', 66, '2011-11-15/2011-12-19']"
"[1070, '2011-12-21/2014-11-25']","['h', 118, '2011-12-21/2012-04-17']","['sot', 214, '2012-04-17/2012-11-17']","['h', 112, '2012-12-19/2013-03-09']","['sot', 34, '2013-03-09/2013-04-12']","['h', 111, '2013-05-14/2013-08-01']","['sot', 120, '2013-08-01/2013-11-29']","['h', 265, '2013-12-31/2014-08-21']","['sot', 96, '2014-08-21/2014-11-25']"
"[1664, '2014-11-29/2019-06-20']","['sot', 51, '2014-11-29/2015-01-19']","['h', 101, '2015-02-11/2015-04-30']","['sot', 76, '2015-04-30/2015-07-15']","['h', 48, '2015-08-07/2015-09-01']","['sot', 1388, '2015-09-01/2019-06-20']"
