"[307, '2012-09-28/2013-08-01']","['sot', 307, '2012-09-28/2013-08-01']"
"[289, '2013-08-01/2014-05-17']","['sot', 289, '2013-08-01/2014-05-17']"
"[217, '2014-06-01/2015-01-04']","['sot', 217, '2014-06-01/2015-01-04']"
"[124, '2015-03-13/2015-07-15']","['sot', 124, '2015-03-13/2015-07-15']"
"[109, '2015-10-28/2016-02-14']","['sot', 109, '2015-10-28/2016-02-14']"
"[130, '2016-06-07/2016-10-15']","['sot', 130, '2016-06-07/2016-10-15']"
"[279, '2016-10-15/2017-07-21']","['sot', 279, '2016-10-15/2017-07-21']"
