"[276, '2015-06-01/2016-03-03']","['h', 272, '2015-06-01/2016-02-28']"
"[183, '2014-07-13/2015-01-12']","['sot', 183, '2014-07-13/2015-01-12']"
"[64, '2015-03-29/2015-06-01']","['sot', 64, '2015-03-29/2015-06-01']"
"[587, '2016-09-24/2018-05-04']","['sot', 587, '2016-09-24/2018-05-04']"
"[388, '2018-05-28/2019-06-20']","['sot', 119, '2018-05-28/2018-09-24']","['h', 269, '2019-01-09/2019-06-20']"
