"[132, '2012-06-26/2012-11-05']","['sot', 132, '2012-06-26/2012-11-05']"
"[118, '2014-04-10/2014-08-06']","['sot', 118, '2014-04-10/2014-08-06']"
"[42, '2014-10-07/2014-11-18']","['sot', 42, '2014-10-07/2014-11-18']"
"[58, '2015-05-20/2015-07-17']","['sot', 58, '2015-05-20/2015-07-17']"
"[87, '2015-09-22/2015-12-18']","['sot', 87, '2015-09-22/2015-12-18']"
"[79, '2016-04-17/2016-07-05']","['sot', 79, '2016-04-17/2016-07-05']"
"[58, '2016-08-02/2016-09-29']","['sot', 58, '2016-08-02/2016-09-29']"
"[26, '2016-09-29/2016-10-25']","['sot', 26, '2016-09-29/2016-10-25']"
"[15, '2017-02-17/2017-03-04']","['sot', 15, '2017-02-17/2017-03-04']"
"[44, '2017-03-13/2017-04-26']","['h', 34, '2017-03-13/2017-04-16']"
"[88, '2017-11-14/2018-02-10']","['sot', 88, '2017-11-14/2018-02-10']"
"[75, '2018-02-10/2018-04-26']","['sot', 75, '2018-02-10/2018-04-26']"
"[47, '2018-08-17/2018-10-03']","['sot', 47, '2018-08-17/2018-10-03']"
