"[72, '2013-03-07/2013-05-18']","['sot', 72, '2013-03-07/2013-05-18']"
"[363, '2013-05-18/2014-05-16']","['sot', 88, '2013-05-18/2013-08-14']","['h', 275, '2013-09-17/2014-05-16']"
"[30, '2014-07-13/2014-08-12']","['sot', 30, '2014-07-13/2014-08-12']"
"[22, '2014-08-26/2014-09-17']","['sot', 22, '2014-08-26/2014-09-17']"
"[27, '2014-09-17/2014-10-14']","['sot', 27, '2014-09-17/2014-10-14']"
"[24, '2015-04-19/2015-05-13']","['sot', 24, '2015-04-19/2015-05-13']"
"[15, '2015-05-13/2015-05-28']","['sot', 15, '2015-05-13/2015-05-28']"
"[17, '2015-06-30/2015-07-17']","['sot', 17, '2015-06-30/2015-07-17']"
"[8, '2015-07-25/2015-08-02']","['sot', 8, '2015-07-25/2015-08-02']"
"[17, '2015-09-04/2015-09-21']","['sot', 17, '2015-09-04/2015-09-21']"
"[9, '2015-12-05/2015-12-14']","['sot', 9, '2015-12-05/2015-12-14']"
"[13, '2016-03-11/2016-03-24']","['sot', 13, '2016-03-11/2016-03-24']"
"[19, '2016-10-04/2016-10-23']","['sot', 19, '2016-10-04/2016-10-23']"
"[24, '2016-12-10/2017-01-03']","['sot', 24, '2016-12-10/2017-01-03']"
"[35, '2017-01-07/2017-02-11']","['sot', 35, '2017-01-07/2017-02-11']"
"[43, '2017-02-14/2017-03-29']","['sot', 43, '2017-02-14/2017-03-29']"
"[87, '2017-03-29/2017-06-24']","['sot', 87, '2017-03-29/2017-06-24']"
"[30, '2017-08-08/2017-09-07']","['sot', 30, '2017-08-08/2017-09-07']"
"[29, '2017-12-14/2018-01-12']","['sot', 29, '2017-12-14/2018-01-12']"
"[34, '2018-01-23/2018-02-26']","['sot', 34, '2018-01-23/2018-02-26']"
"[41, '2018-03-14/2018-04-24']","['sot', 41, '2018-03-14/2018-04-24']"
"[127, '2018-04-24/2018-08-29']","['sot', 127, '2018-04-24/2018-08-29']"
"[175, '2018-12-27/2019-06-20']","['sot', 175, '2018-12-27/2019-06-20']"
