durations;datelimits
790;2017-04-21/2019-06-20
158;2015-08-03/2016-01-08
74;2014-07-28/2014-10-10
26;2014-04-09/2014-05-05
30;2014-02-26/2014-03-28
30;2013-09-08/2013-10-08
30;2013-07-09/2013-08-08
28;2013-05-10/2013-06-07
29;2012-11-30/2012-12-29
14;2012-08-17/2012-08-31
18;2011-10-05/2011-10-23
9;2011-07-18/2011-07-27
17;2011-04-18/2011-05-05
15;2010-11-27/2010-12-12
753;2008-09-07/2010-09-30
