"[125.0, '2015-12-01/2016-04-04']","['sot', 125, '2015-12-01/2016-04-04']"
"[32.0, '2016-05-23/2016-06-24']","['sot', 32, '2016-05-23/2016-06-24']"
"[21.0, '2016-07-26/2016-08-16']","['sot', 21, '2016-07-26/2016-08-16']"
"[62.0, '2017-01-21/2017-03-24']","['h', 38, '2017-01-21/2017-02-28']","['sot', 24, '2017-02-28/2017-03-24']"
