"[30, '2017-12-09/2018-01-08']","['sot', 30, '2017-12-09/2018-01-08']"
"[14, '2018-03-30/2018-04-13']","['sot', 14, '2018-03-30/2018-04-13']"
"[16, '2018-10-04/2018-10-20']","['sot', 16, '2018-10-04/2018-10-20']"
"[22, '2018-12-07/2018-12-29']","['sot', 22, '2018-12-07/2018-12-29']"
"[42, '2019-02-05/2019-03-19']","['sot', 42, '2019-02-05/2019-03-19']"
