"[61, '2017-07-25/2017-09-24']","['sot', 61, '2017-07-25/2017-09-24']"
"[41, '2017-12-26/2018-02-05']","['sot', 41, '2017-12-26/2018-02-05']"
"[33, '2018-03-29/2018-05-01']","['sot', 33, '2018-03-29/2018-05-01']"
"[17, '2018-09-17/2018-10-04']","['sot', 17, '2018-09-17/2018-10-04']"
"[32, '2018-10-29/2018-11-30']","['sot', 32, '2018-10-29/2018-11-30']"
"[37, '2018-12-10/2019-01-16']","['sot', 37, '2018-12-10/2019-01-16']"
