"[145, '2017-07-15/2017-12-07']","['sot', 145, '2017-07-15/2017-12-07']"
"[223, '2017-12-07/2018-07-18']","['sot', 223, '2017-12-07/2018-07-18']"
"[153, '2018-08-29/2019-01-29']","['sot', 153, '2018-08-29/2019-01-29']"
