"[16, '2017-07-26/2017-08-11']","['sot', 16, '2017-07-26/2017-08-11']"
"[18, '2017-10-01/2017-10-19']","['sot', 18, '2017-10-01/2017-10-19']"
"[25, '2017-10-19/2017-11-13']","['sot', 25, '2017-10-19/2017-11-13']"
"[23, '2017-11-13/2017-12-06']","['sot', 23, '2017-11-13/2017-12-06']"
"[12, '2018-01-03/2018-01-15']","['sot', 12, '2018-01-03/2018-01-15']"
"[12, '2018-03-20/2018-04-01']","['sot', 12, '2018-03-20/2018-04-01']"
"[32, '2018-05-31/2018-07-02']","['sot', 32, '2018-05-31/2018-07-02']"
"[16, '2018-07-18/2018-08-03']","['sot', 16, '2018-07-18/2018-08-03']"
"[28, '2018-10-17/2018-11-14']","['sot', 28, '2018-10-17/2018-11-14']"
"[15, '2019-02-05/2019-02-20']","['sot', 15, '2019-02-05/2019-02-20']"
"[8, '2019-06-05/2019-06-13']","['sot', 8, '2019-06-05/2019-06-13']"
