"[202, '2014-03-27/2014-10-15']","['sot', 202, '2014-03-27/2014-10-15']"
"[21, '2014-11-06/2014-11-27']","['sot', 21, '2014-11-06/2014-11-27']"
"[22, '2014-12-17/2015-01-08']","['sot', 22, '2014-12-17/2015-01-08']"
"[22, '2015-06-11/2015-07-03']","['sot', 22, '2015-06-11/2015-07-03']"
"[16, '2015-07-23/2015-08-08']","['sot', 16, '2015-07-23/2015-08-08']"
"[12, '2015-12-22/2016-01-03']","['sot', 12, '2015-12-22/2016-01-03']"
"[10, '2015-10-16/2015-10-26']","['sot', 10, '2015-10-16/2015-10-26']"
"[17, '2016-03-27/2016-04-13']","['sot', 17, '2016-03-27/2016-04-13']"
"[32, '2016-07-23/2016-08-24']","['sot', 32, '2016-07-23/2016-08-24']"
"[31, '2016-10-12/2016-11-12']","['sot', 31, '2016-10-12/2016-11-12']"
"[32, '2016-12-08/2017-01-09']","['sot', 32, '2016-12-08/2017-01-09']"
"[51, '2017-01-09/2017-03-01']","['sot', 51, '2017-01-09/2017-03-01']"
"[49, '2017-03-01/2017-04-19']","['sot', 49, '2017-03-01/2017-04-19']"
"[228, '2017-06-09/2018-01-23']","['sot', 228, '2017-06-09/2018-01-23']"
"[68, '2018-03-24/2018-05-31']","['sot', 68, '2018-03-24/2018-05-31']"
"[44, '2018-08-08/2018-09-21']","['sot', 44, '2018-08-08/2018-09-21']"
"[38, '2018-06-25/2018-08-02']","['sot', 38, '2018-06-25/2018-08-02']"
"[51, '2018-12-08/2019-01-28']","['sot', 51, '2018-12-08/2019-01-28']"
"[62, '2019-02-02/2019-04-05']","['sot', 62, '2019-02-02/2019-04-05']"
"[33, '2019-05-07/2019-06-09']","['sot', 33, '2019-05-07/2019-06-09']"
