"[273, '2014-06-05/2015-03-05']","['sot', 60, '2014-06-05/2014-08-04']","['h', 175, '2014-09-04/2015-01-26']","['sot', 38, '2015-01-26/2015-03-05']"
"[68, '2015-03-12/2015-05-19']","['h', 43, '2015-03-12/2015-04-24']"
"[166, '2015-06-08/2015-11-21']","['sot', 166, '2015-06-08/2015-11-21']"
"[18, '2016-04-15/2016-05-03']","['sot', 18, '2016-04-15/2016-05-03']"
"[37, '2016-06-16/2016-07-23']","['sot', 37, '2016-06-16/2016-07-23']"
"[22, '2016-07-24/2016-08-15']","['sot', 22, '2016-07-24/2016-08-15']"
"[70, '2016-12-22/2017-03-02']","['sot', 70, '2016-12-22/2017-03-02']"
"[252, '2017-05-30/2018-02-06']","['sot', 252, '2017-05-30/2018-02-06']"
"[268, '2018-06-21/2019-03-16']","['sot', 268, '2018-06-21/2019-03-16']"
