"[55, '2015-10-08/2015-12-02']","['sot', 55, '2015-10-08/2015-12-02']"
"[56, '2015-12-23/2016-02-17']","['sot', 56, '2015-12-23/2016-02-17']"
"[84, '2016-03-21/2016-06-13']","['sot', 84, '2016-03-21/2016-06-13']"
"[60, '2016-12-02/2017-01-31']","['sot', 60, '2016-12-02/2017-01-31']"
"[62, '2017-01-31/2017-04-03']","['sot', 62, '2017-01-31/2017-04-03']"
"[106, '2017-12-07/2018-03-23']","['sot', 106, '2017-12-07/2018-03-23']"
"[90, '2019-01-30/2019-04-30']","['sot', 90, '2019-01-30/2019-04-30']"
