"[19, '2015-02-26/2015-03-17']","['sot', 19, '2015-02-26/2015-03-17']"
"[44, '2015-07-11/2015-08-24']","['sot', 44, '2015-07-11/2015-08-24']"
"[41, '2015-11-21/2016-01-01']","['sot', 41, '2015-11-21/2016-01-01']"
"[29, '2016-03-11/2016-04-09']","['sot', 29, '2016-03-11/2016-04-09']"
"[32, '2016-04-09/2016-05-11']","['sot', 32, '2016-04-09/2016-05-11']"
"[56, '2016-05-17/2016-07-12']","['sot', 56, '2016-05-17/2016-07-12']"
"[58, '2017-04-19/2017-06-16']","['sot', 58, '2017-04-19/2017-06-16']"
"[104, '2017-06-16/2017-09-28']","['sot', 104, '2017-06-16/2017-09-28']"
"[92, '2017-10-14/2018-01-14']","['sot', 92, '2017-10-14/2018-01-14']"
"[98, '2018-02-21/2018-05-30']","['sot', 98, '2018-02-21/2018-05-30']"
"[221, '2018-09-29/2019-05-08']","['sot', 221, '2018-09-29/2019-05-08']"
