"[42, '2017-08-26/2017-10-07']","['h', 28, '2017-08-26/2017-09-23']"
"[19, '2017-10-31/2017-11-19']","['sot', 19, '2017-10-31/2017-11-19']"
"[19, '2017-11-20/2017-12-09']","['sot', 19, '2017-11-20/2017-12-09']"
"[27, '2018-01-04/2018-01-31']","['sot', 27, '2018-01-04/2018-01-31']"
"[46, '2018-02-07/2018-03-25']","['sot', 46, '2018-02-07/2018-03-25']"
"[61, '2018-03-25/2018-05-25']","['sot', 61, '2018-03-25/2018-05-25']"
