"[28, '2015-06-30/2015-07-28']","['sot', 28, '2015-06-30/2015-07-28']"
"[18, '2015-07-28/2015-08-15']","['sot', 18, '2015-07-28/2015-08-15']"
"[8, '2015-09-18/2015-09-26']","['sot', 8, '2015-09-18/2015-09-26']"
"[11, '2015-12-10/2015-12-21']","['sot', 11, '2015-12-10/2015-12-21']"
"[5, '2016-03-03/2016-03-08']","['sot', 5, '2016-03-03/2016-03-08']"
"[4, '2016-03-18/2016-03-22']","['sot', 4, '2016-03-18/2016-03-22']"
"[5, '2016-04-09/2016-04-14']","['sot', 5, '2016-04-09/2016-04-14']"
"[4, '2016-04-22/2016-04-26']","['sot', 4, '2016-04-22/2016-04-26']"
"[7, '2016-05-18/2016-05-25']","['sot', 7, '2016-05-18/2016-05-25']"
"[7, '2016-11-10/2016-11-17']","['sot', 7, '2016-11-10/2016-11-17']"
"[5, '2016-12-02/2016-12-07']","['sot', 5, '2016-12-02/2016-12-07']"
"[4, '2016-12-24/2016-12-28']","['sot', 4, '2016-12-24/2016-12-28']"
"[4, '2017-01-03/2017-01-07']","['sot', 4, '2017-01-03/2017-01-07']"
"[4, '2017-03-25/2017-03-29']","['sot', 4, '2017-03-25/2017-03-29']"
"[3, '2017-03-29/2017-04-01']","['sot', 3, '2017-03-29/2017-04-01']"
"[3, '2017-04-22/2017-04-25']","['sot', 3, '2017-04-22/2017-04-25']"
"[3, '2017-06-20/2017-06-23']","['sot', 3, '2017-06-20/2017-06-23']"
"[4, '2017-08-20/2017-08-24']","['sot', 4, '2017-08-20/2017-08-24']"
"[4, '2017-08-28/2017-09-01']","['sot', 4, '2017-08-28/2017-09-01']"
"[5, '2017-09-05/2017-09-10']","['sot', 5, '2017-09-05/2017-09-10']"
"[9, '2017-09-12/2017-09-21']","['sot', 9, '2017-09-12/2017-09-21']"
"[3, '2017-09-26/2017-09-29']","['sot', 3, '2017-09-26/2017-09-29']"
"[7, '2018-02-06/2018-02-13']","['sot', 7, '2018-02-06/2018-02-13']"
"[7, '2018-06-22/2018-06-29']","['sot', 7, '2018-06-22/2018-06-29']"
"[4, '2019-01-10/2019-01-14']","['sot', 4, '2019-01-10/2019-01-14']"
"[6, '2019-01-15/2019-01-21']","['sot', 6, '2019-01-15/2019-01-21']"
"[5, '2019-02-23/2019-02-28']","['sot', 5, '2019-02-23/2019-02-28']"
"[3, '2019-02-07/2019-02-10']","['sot', 3, '2019-02-07/2019-02-10']"
"[3, '2019-04-05/2019-04-08']","['sot', 3, '2019-04-05/2019-04-08']"
"[4, '2019-04-23/2019-04-27']","['sot', 4, '2019-04-23/2019-04-27']"
"[3, '2019-04-30/2019-05-03']","['sot', 3, '2019-04-30/2019-05-03']"
"[4, '2019-05-03/2019-05-07']","['sot', 4, '2019-05-03/2019-05-07']"
"[5, '2019-05-09/2019-05-14']","['sot', 5, '2019-05-09/2019-05-14']"
