"[421.0, '2011-04-04/2012-05-29']","['sot', 310, '2011-04-04/2012-02-08']","['h', 102, '2012-03-14/2012-05-20']"
"[84.0, '2012-07-13/2012-10-05']","['sot', 84, '2012-07-13/2012-10-05']"
"[72.0, '2012-11-08/2013-01-19']","['sot', 72, '2012-11-08/2013-01-19']"
"[18.0, '2012-06-22/2012-07-10']","['sot', 18, '2012-06-22/2012-07-10']"
"[35.0, '2013-02-27/2013-04-03']","['sot', 35, '2013-02-27/2013-04-03']"
"[29.0, '2013-05-07/2013-06-05']","['sot', 29, '2013-05-07/2013-06-05']"
"[26.0, '2013-07-09/2013-08-04']","['sot', 26, '2013-07-09/2013-08-04']"
"[52.0, '2013-08-04/2013-09-25']","['sot', 52, '2013-08-04/2013-09-25']"
"[39.0, '2013-09-25/2013-11-03']","['sot', 39, '2013-09-25/2013-11-03']"
"[1885, '2013-11-03/2019-01-01']","['sot', 235, '2013-11-03/2014-06-26']","['h', 181, '2014-08-15/2014-12-24']","['sot', 1469, '2014-12-24/2019-01-01']"
